Order No,Time from Pickup to Arrival
Order_No_6384,638
Order_No_19098,2210
Order_No_15246,843
Order_No_8349,1241
Order_No_22526,1169
Order_No_9812,770
Order_No_24748,817
Order_No_15407,1855
Order_No_11860,1635
Order_No_8429,1747
Order_No_12697,1820
Order_No_17141,2909
Order_No_5244,1443
Order_No_6835,1227
Order_No_19775,1833
Order_No_2305,885
Order_No_9119,1213
Order_No_27293,1594
Order_No_9051,1172
Order_No_8152,2497
Order_No_23689,2308
Order_No_8230,1799
Order_No_11158,1915
Order_No_14153,1892
Order_No_18769,2367
Order_No_5431,835
Order_No_15551,1060
Order_No_12236,1622
Order_No_13596,2172
Order_No_26104,1813
Order_No_19401,2191
Order_No_16881,2005
Order_No_27894,3249
Order_No_25738,1519
Order_No_13386,2274
Order_No_465,777
Order_No_18333,1115
Order_No_2769,1789
Order_No_23250,687
Order_No_27735,673
Order_No_27404,776
Order_No_2236,2147
Order_No_18978,2072
Order_No_1993,2815
Order_No_9200,1307
Order_No_13988,524
Order_No_1444,2520
Order_No_25790,2139
Order_No_1469,1484
Order_No_5783,1105
Order_No_24060,778
Order_No_8961,1547
Order_No_15132,1386
Order_No_7209,1736
Order_No_2068,912
Order_No_2738,1350
Order_No_28246,1725
Order_No_18836,1347
Order_No_24403,2859
Order_No_19574,2223
Order_No_4704,1604
Order_No_7855,2192
Order_No_17944,1389
Order_No_28002,936
Order_No_10225,1562
Order_No_25407,1355
Order_No_17613,1041
Order_No_24585,2936
Order_No_24075,1818
Order_No_6875,1262
Order_No_17196,1510
Order_No_16441,2503
Order_No_10550,2059
Order_No_17777,1792
Order_No_20164,1430
Order_No_16659,1725
Order_No_3746,2120
Order_No_3915,1818
Order_No_14803,1678
Order_No_11049,827
Order_No_18799,1035
Order_No_22124,1679
Order_No_22508,1990
Order_No_11686,1093
Order_No_19414,2091
Order_No_23300,2382
Order_No_21329,1708
Order_No_22927,787
Order_No_3395,2594
Order_No_24504,3380
Order_No_16297,961
Order_No_8550,1808
Order_No_21643,2061
Order_No_16139,1893
Order_No_21954,2456
Order_No_23109,465
Order_No_18329,2637
Order_No_22732,1549
Order_No_10647,683
Order_No_5574,1942
Order_No_4499,998
Order_No_22538,1948
Order_No_25755,2027
Order_No_7791,1682
Order_No_22381,1394
Order_No_10363,2987
Order_No_10756,2088
Order_No_6036,1977
Order_No_17047,2037
Order_No_2575,2686
Order_No_17703,1109
Order_No_6571,2687
Order_No_4720,1680
Order_No_23555,1584
Order_No_16502,1475
Order_No_16290,1989
Order_No_9796,1880
Order_No_7577,1130
Order_No_8090,1857
Order_No_20734,1566
Order_No_21398,1705
Order_No_25640,1856
Order_No_9843,1971
Order_No_11565,1993
Order_No_18753,1746
Order_No_10873,1781
Order_No_21583,1672
Order_No_23756,1806
Order_No_22621,1243
Order_No_15410,1060
Order_No_3807,2107
Order_No_25118,1955
Order_No_13961,651
Order_No_18694,1582
Order_No_21770,1363
Order_No_15450,1926
Order_No_25610,621
Order_No_23577,1317
Order_No_23868,1521
Order_No_27772,2381
Order_No_13620,1496
Order_No_20929,1884
Order_No_9832,602
Order_No_19583,1615
Order_No_19240,639
Order_No_27405,1539
Order_No_415,1095
Order_No_2074,1550
Order_No_4273,1425
Order_No_14551,1420
Order_No_17307,2787
Order_No_23164,1450
Order_No_27245,1353
Order_No_9319,1575
Order_No_5988,2157
Order_No_25017,2084
Order_No_22832,1667
Order_No_5081,1091
Order_No_7674,2410
Order_No_4758,1269
Order_No_22178,1908
Order_No_11058,854
Order_No_11808,2262
Order_No_23538,1988
Order_No_19906,1063
Order_No_4829,1175
Order_No_24015,1318
Order_No_9511,1703
Order_No_26575,2381
Order_No_14420,1571
Order_No_6532,819
Order_No_11065,1062
Order_No_14081,607
Order_No_26903,1272
Order_No_14675,866
Order_No_14561,1257
Order_No_1649,1731
Order_No_23121,1724
Order_No_13967,1561
Order_No_13337,963
Order_No_21354,1957
Order_No_18106,1128
Order_No_7540,1597
Order_No_21279,1346
Order_No_25422,1927
Order_No_5569,1757
Order_No_9093,1145
Order_No_17674,690
Order_No_27296,1359
Order_No_26022,1430
Order_No_5230,691
Order_No_8694,951
Order_No_20574,1422
Order_No_3003,687
Order_No_27180,1464
Order_No_26183,1783
Order_No_25483,1130
Order_No_3442,951
Order_No_15600,1812
Order_No_14308,644
Order_No_6373,1593
Order_No_11511,1828
Order_No_19134,1235
Order_No_16891,601
Order_No_13968,826
Order_No_5638,1435
Order_No_21913,1302
Order_No_15448,2010
Order_No_9404,705
Order_No_1472,2136
Order_No_8172,1629
Order_No_94,1200
Order_No_9637,1061
Order_No_4123,1114
Order_No_2416,836
Order_No_23129,574
Order_No_9347,1156
Order_No_13319,1178
Order_No_22804,1935
Order_No_3269,1506
Order_No_10457,2462
Order_No_18036,1485
Order_No_13652,1200
Order_No_25454,1419
Order_No_18189,547
Order_No_22266,1220
Order_No_28208,766
Order_No_16933,2225
Order_No_18639,1468
Order_No_11904,1247
Order_No_5980,849
Order_No_17205,1110
Order_No_25838,1896
Order_No_25963,1383
Order_No_1309,1831
Order_No_7512,2405
Order_No_13915,2115
Order_No_3115,2058
Order_No_1948,1929
Order_No_519,2157
Order_No_16388,922
Order_No_26874,1595
Order_No_15234,1153
Order_No_19028,2003
Order_No_8126,3198
Order_No_9111,1657
Order_No_21503,1356
Order_No_12499,1075
Order_No_18928,1857
Order_No_5465,1515
Order_No_13048,1389
Order_No_2857,979
Order_No_25844,1124
Order_No_18487,1095
Order_No_6215,1185
Order_No_1692,1408
Order_No_4116,1083
Order_No_14678,2782
Order_No_25192,1853
Order_No_8729,1640
Order_No_18250,1486
Order_No_3831,1611
Order_No_9204,1969
Order_No_1947,1444
Order_No_13552,1377
Order_No_529,1788
Order_No_2755,837
Order_No_23778,1534
Order_No_2495,1541
Order_No_2016,1712
Order_No_21794,1220
Order_No_9208,1019
Order_No_15822,697
Order_No_6575,1544
Order_No_3949,1883
Order_No_319,1896
Order_No_17814,2164
Order_No_23307,933
Order_No_6446,656
Order_No_12528,1587
Order_No_26599,1104
Order_No_3487,2653
Order_No_26204,1691
Order_No_3519,898
Order_No_18444,2363
Order_No_12235,1394
Order_No_19357,788
Order_No_19141,1590
Order_No_26540,597
Order_No_2567,1275
Order_No_18914,1433
Order_No_18443,561
Order_No_13480,1545
Order_No_5674,1266
Order_No_18355,1032
Order_No_25212,938
Order_No_4425,1776
Order_No_19917,1500
Order_No_1421,1704
Order_No_5233,2736
Order_No_7452,1196
Order_No_19368,1457
Order_No_25737,1055
Order_No_7326,659
Order_No_23489,999
Order_No_1104,1647
Order_No_26621,1411
Order_No_2952,1807
Order_No_3415,1697
Order_No_1563,1361
Order_No_13782,1052
Order_No_20275,1401
Order_No_26996,1581
Order_No_26414,1695
Order_No_19280,2982
Order_No_7451,849
Order_No_13396,690
Order_No_11596,1413
Order_No_25476,1046
Order_No_4984,1645
Order_No_6973,1061
Order_No_3206,2495
Order_No_16596,2913
Order_No_12643,2784
Order_No_14091,1255
Order_No_213,2024
Order_No_8808,832
Order_No_317,1219
Order_No_15651,933
Order_No_25298,1398
Order_No_4535,1799
Order_No_11323,1590
Order_No_5165,1409
Order_No_3136,993
Order_No_5088,1593
Order_No_21558,2268
Order_No_3257,862
Order_No_23049,2807
Order_No_25176,2614
Order_No_12687,657
Order_No_24853,2101
Order_No_14850,757
Order_No_18665,755
Order_No_22882,2105
Order_No_9441,2600
Order_No_14541,1715
Order_No_16904,1823
Order_No_7186,1626
Order_No_9436,795
Order_No_6053,1982
Order_No_14042,1246
Order_No_26139,806
Order_No_24155,1785
Order_No_24770,1789
Order_No_27603,1167
Order_No_21432,1394
Order_No_7858,964
Order_No_28000,2230
Order_No_14889,528
Order_No_10413,1198
Order_No_27219,1992
Order_No_26705,752
Order_No_3483,1353
Order_No_261,2553
Order_No_18550,1546
Order_No_5748,1078
Order_No_1157,1632
Order_No_23613,1178
Order_No_546,1800
Order_No_715,1412
Order_No_20059,2418
Order_No_13189,935
Order_No_18969,1829
Order_No_3943,570
Order_No_6577,1813
Order_No_20793,1342
Order_No_14735,1243
Order_No_21828,1173
Order_No_11954,1735
Order_No_19606,1364
Order_No_20190,1726
Order_No_6293,1720
Order_No_19076,1196
Order_No_23510,1441
Order_No_2081,1102
Order_No_27376,2018
Order_No_24681,1581
Order_No_13432,876
Order_No_7068,935
Order_No_11210,2208
Order_No_4945,2170
Order_No_21141,1700
Order_No_13591,1609
Order_No_401,712
Order_No_6689,1035
Order_No_217,1404
Order_No_1146,1372
Order_No_15868,1093
Order_No_20107,1343
Order_No_21858,2555
Order_No_192,973
Order_No_20966,1247
Order_No_21055,1164
Order_No_2578,1934
Order_No_26140,896
Order_No_10493,2502
Order_No_21511,1489
Order_No_14758,752
Order_No_23600,1318
Order_No_16163,1217
Order_No_2753,1952
Order_No_18417,1338
Order_No_15441,929
Order_No_20399,1454
Order_No_1557,1499
Order_No_22976,1392
Order_No_14977,1131
Order_No_23931,962
Order_No_9924,1709
Order_No_15515,821
Order_No_14875,1848
Order_No_4685,903
Order_No_3195,1547
Order_No_7804,2753
Order_No_9508,1723
Order_No_6383,1658
Order_No_21201,1217
Order_No_7993,1533
Order_No_17969,939
Order_No_1108,837
Order_No_22773,1442
Order_No_6979,1464
Order_No_16398,1280
Order_No_14826,1458
Order_No_15913,1203
Order_No_7771,1959
Order_No_23435,1817
Order_No_11535,1047
Order_No_27316,2099
Order_No_8480,1586
Order_No_25899,656
Order_No_18590,1466
Order_No_26272,1407
Order_No_15392,896
Order_No_5380,1426
Order_No_8643,1409
Order_No_17466,1122
Order_No_14767,1267
Order_No_25026,1444
Order_No_24087,1682
Order_No_6993,1982
Order_No_5765,649
Order_No_23473,1003
Order_No_27597,959
Order_No_17483,1604
Order_No_2123,1867
Order_No_24220,1560
Order_No_11436,2223
Order_No_2943,1798
Order_No_14300,2052
Order_No_7735,758
Order_No_23008,1432
Order_No_19895,1350
Order_No_14387,849
Order_No_18657,892
Order_No_8114,1419
Order_No_7327,1485
Order_No_14885,715
Order_No_27890,2302
Order_No_16258,2766
Order_No_8960,546
Order_No_2338,1933
Order_No_23173,826
Order_No_11073,1788
Order_No_7856,769
Order_No_27842,2688
Order_No_5113,1747
Order_No_6923,1232
Order_No_20165,1156
Order_No_21905,1743
Order_No_5801,2389
Order_No_26159,1797
Order_No_20877,1159
Order_No_26911,599
Order_No_3757,2705
Order_No_3752,1289
Order_No_25832,1908
Order_No_181,2310
Order_No_14129,973
Order_No_1356,1474
Order_No_3834,2245
Order_No_18926,771
Order_No_11424,1017
Order_No_15691,866
Order_No_11375,1457
Order_No_17928,868
Order_No_6949,599
Order_No_13379,2159
Order_No_5820,1523
Order_No_17461,1447
Order_No_28199,2070
Order_No_27845,952
Order_No_25741,1807
Order_No_12470,1718
Order_No_19543,1363
Order_No_19203,2826
Order_No_25867,2159
Order_No_675,2379
Order_No_19577,2240
Order_No_22316,1582
Order_No_7034,2433
Order_No_1732,859
Order_No_24330,1133
Order_No_14453,1128
Order_No_26436,1771
Order_No_20212,1557
Order_No_12058,1567
Order_No_3562,1413
Order_No_7220,1489
Order_No_17273,3015
Order_No_23354,3821
Order_No_20340,1119
Order_No_12806,2515
Order_No_25792,683
Order_No_6008,1657
Order_No_24713,947
Order_No_22993,1030
Order_No_19052,1144
Order_No_26808,1486
Order_No_20198,2267
Order_No_25836,2418
Order_No_15687,1347
Order_No_7680,2488
Order_No_11224,985
Order_No_16544,2673
Order_No_27221,1110
Order_No_25128,2792
Order_No_761,732
Order_No_27343,2359
Order_No_11664,1433
Order_No_10916,1245
Order_No_128,2831
Order_No_22463,1060
Order_No_10746,1708
Order_No_11037,1571
Order_No_447,666
Order_No_10265,1817
Order_No_8561,1827
Order_No_10616,1467
Order_No_24453,1230
Order_No_25720,1266
Order_No_2073,2412
Order_No_152,785
Order_No_15905,1600
Order_No_5111,1278
Order_No_11745,1913
Order_No_8788,1260
Order_No_1584,2095
Order_No_18483,1759
Order_No_614,1546
Order_No_19519,1846
Order_No_22412,2045
Order_No_2018,772
Order_No_25555,1371
Order_No_20482,2078
Order_No_20322,447
Order_No_854,1055
Order_No_13549,871
Order_No_3837,1054
Order_No_4363,1294
Order_No_18768,867
Order_No_19283,1468
Order_No_22652,1346
Order_No_1670,2662
Order_No_7641,2159
Order_No_5920,1842
Order_No_12747,489
Order_No_9503,1959
Order_No_14108,1749
Order_No_21815,1738
Order_No_1128,1751
Order_No_25548,1107
Order_No_7325,1662
Order_No_26137,1116
Order_No_2399,1949
Order_No_4445,1612
Order_No_15429,1759
Order_No_23246,2651
Order_No_19501,1644
Order_No_12467,2168
Order_No_16527,515
Order_No_1465,1535
Order_No_12902,1528
Order_No_1751,1168
Order_No_24122,1681
Order_No_16059,1106
Order_No_3901,455
Order_No_8446,706
Order_No_10886,793
Order_No_26779,468
Order_No_7154,700
Order_No_18002,1742
Order_No_16998,799
Order_No_1810,607
Order_No_3518,1175
Order_No_15886,1515
Order_No_20471,2157
Order_No_27107,754
Order_No_10691,1821
Order_No_24466,1294
Order_No_341,1815
Order_No_16267,800
Order_No_2028,1754
Order_No_19672,2097
Order_No_24563,2005
Order_No_4491,1958
Order_No_21410,2983
Order_No_19018,1007
Order_No_7396,1773
Order_No_1145,1645
Order_No_794,1478
Order_No_14658,1646
Order_No_16608,1974
Order_No_28115,2129
Order_No_4410,1892
Order_No_7341,1396
Order_No_17015,2754
Order_No_15149,729
Order_No_21687,2442
Order_No_22079,3599
Order_No_23299,2330
Order_No_19344,1593
Order_No_11893,2716
Order_No_11376,1681
Order_No_9822,760
Order_No_14105,2094
Order_No_9023,678
Order_No_6043,1129
Order_No_10624,1664
Order_No_9552,1464
Order_No_5526,1927
Order_No_17471,1166
Order_No_27903,654
Order_No_25791,1021
Order_No_21784,1766
Order_No_20925,973
Order_No_28093,761
Order_No_891,2368
Order_No_7631,912
Order_No_16782,2254
Order_No_11438,1901
Order_No_8243,1525
Order_No_6599,1726
Order_No_18536,574
Order_No_3968,776
Order_No_10614,1083
Order_No_26433,1065
Order_No_14667,1047
Order_No_7900,491
Order_No_19928,697
Order_No_9788,1091
Order_No_3639,995
Order_No_18835,2359
Order_No_818,1428
Order_No_22462,1390
Order_No_18111,570
Order_No_22244,1647
Order_No_6582,1343
Order_No_12846,2434
Order_No_15440,1857
Order_No_17959,2200
Order_No_3236,1823
Order_No_14586,1219
Order_No_16883,2687
Order_No_7783,2036
Order_No_6593,1615
Order_No_7936,1977
Order_No_4139,980
Order_No_27776,1476
Order_No_27269,1434
Order_No_22730,2534
Order_No_7302,516
Order_No_21950,1200
Order_No_25800,1506
Order_No_19855,293
Order_No_2933,458
Order_No_27199,1017
Order_No_15958,201
Order_No_5343,1299
Order_No_2453,1218
Order_No_10868,1531
Order_No_1734,260
Order_No_26011,828
Order_No_14938,1181
Order_No_1360,1592
Order_No_22683,1037
Order_No_21343,597
Order_No_6425,2709
Order_No_24663,1295
Order_No_27666,138
Order_No_14695,1315
Order_No_2840,271
Order_No_7757,331
Order_No_3180,1558
Order_No_16968,1690
Order_No_28057,1230
Order_No_19542,774
Order_No_7484,1154
Order_No_24142,951
Order_No_10466,980
Order_No_21278,1688
Order_No_3434,1810
Order_No_12856,1226
Order_No_7930,1615
Order_No_8176,1230
Order_No_1252,721
Order_No_2897,1131
Order_No_24222,2368
Order_No_25399,2833
Order_No_652,1114
Order_No_25406,1780
Order_No_23761,1192
Order_No_17024,901
Order_No_8412,1691
Order_No_1232,1463
Order_No_16716,1904
Order_No_5819,2090
Order_No_2227,587
Order_No_11968,844
Order_No_5992,1911
Order_No_157,1075
Order_No_15656,1100
Order_No_9733,1700
Order_No_23643,1080
Order_No_2690,1601
Order_No_21233,1622
Order_No_10977,2056
Order_No_15623,1242
Order_No_1677,1631
Order_No_24311,1994
Order_No_15253,1543
Order_No_26169,831
Order_No_15060,861
Order_No_10169,1882
Order_No_20993,1742
Order_No_9956,2832
Order_No_22179,1729
Order_No_18508,1083
Order_No_2919,513
Order_No_2679,1731
Order_No_8401,1486
Order_No_11207,1840
Order_No_7941,837
Order_No_12256,1203
Order_No_8779,1856
Order_No_2170,1652
Order_No_264,1137
Order_No_10149,1543
Order_No_15744,1756
Order_No_3114,2337
Order_No_27369,797
Order_No_719,1622
Order_No_2491,919
Order_No_18934,878
Order_No_23781,1362
Order_No_17972,1165
Order_No_13537,1594
Order_No_19880,1675
Order_No_27518,1988
Order_No_23528,1458
Order_No_13128,1825
Order_No_28107,1827
Order_No_18606,1408
Order_No_16874,2017
Order_No_22586,1964
Order_No_2169,1452
Order_No_25267,1135
Order_No_17367,2651
Order_No_1407,2009
Order_No_5605,2094
Order_No_866,1977
Order_No_257,1244
Order_No_26560,807
Order_No_8204,1584
Order_No_11007,1302
Order_No_1220,1267
Order_No_18088,1592
Order_No_6886,1212
Order_No_944,1229
Order_No_12284,1479
Order_No_14996,1149
Order_No_7562,781
Order_No_3154,740
Order_No_20114,1443
Order_No_9470,1268
Order_No_10717,1802
Order_No_10018,1998
Order_No_10428,1749
Order_No_3937,1654
Order_No_17241,1794
Order_No_23531,568
Order_No_4754,1611
Order_No_932,740
Order_No_26355,1364
Order_No_6155,1439
Order_No_26034,1734
Order_No_98,1043
Order_No_5177,1885
Order_No_8975,1011
Order_No_22885,1318
Order_No_15858,1905
Order_No_26928,1657
Order_No_18318,487
Order_No_10391,2405
Order_No_4613,2659
Order_No_22539,1174
Order_No_6943,467
Order_No_5486,773
Order_No_14700,1152
Order_No_4698,913
Order_No_15816,945
Order_No_22984,1967
Order_No_28243,1632
Order_No_6908,1261
Order_No_20441,1892
Order_No_22021,1881
Order_No_10240,1533
Order_No_17132,2000
Order_No_8719,1766
Order_No_10518,1821
Order_No_6765,1960
Order_No_430,1261
Order_No_17839,2789
Order_No_5773,1023
Order_No_10232,1508
Order_No_8078,2019
Order_No_5061,1299
Order_No_500,1822
Order_No_8967,1636
Order_No_14454,2320
Order_No_15927,1392
Order_No_3922,2122
Order_No_17954,2063
Order_No_1657,2319
Order_No_21259,1523
Order_No_2968,1435
Order_No_28033,713
Order_No_21622,438
Order_No_21290,756
Order_No_20973,659
Order_No_4071,213
Order_No_636,1393
Order_No_20451,1633
Order_No_7975,1329
Order_No_24419,932
Order_No_23334,1966
Order_No_8680,1417
Order_No_2306,1351
Order_No_1147,1194
Order_No_6222,1603
Order_No_15611,811
Order_No_8520,1977
Order_No_18237,1568
Order_No_923,1273
Order_No_5970,1399
Order_No_26611,2074
Order_No_10748,1902
Order_No_14694,1356
Order_No_770,1127
Order_No_18197,2234
Order_No_9912,1759
Order_No_22717,1749
Order_No_18083,2198
Order_No_12583,1463
Order_No_22632,1942
Order_No_4880,1482
Order_No_12810,1605
Order_No_2063,3046
Order_No_9551,2325
Order_No_27011,1260
Order_No_20384,1621
Order_No_3763,1676
Order_No_3509,1416
Order_No_2022,1428
Order_No_13676,984
Order_No_9937,2670
Order_No_15654,1509
Order_No_14109,1489
Order_No_26186,1962
Order_No_21191,1597
Order_No_26286,2568
Order_No_604,1825
Order_No_992,1450
Order_No_7864,1348
Order_No_18376,1668
Order_No_5211,1669
Order_No_27555,1494
Order_No_422,1708
Order_No_23957,1930
Order_No_5160,1614
Order_No_26753,1571
Order_No_19,1031
Order_No_13259,869
Order_No_11590,1554
Order_No_11985,1179
Order_No_27926,1979
Order_No_13741,1438
Order_No_17511,1645
Order_No_26584,1809
Order_No_13445,859
Order_No_4913,1538
Order_No_21219,1450
Order_No_4408,1512
Order_No_9870,1461
Order_No_14238,1049
Order_No_19546,1789
Order_No_26108,661
Order_No_26201,2000
Order_No_24974,979
Order_No_9615,1300
Order_No_2834,2455
Order_No_15606,1314
Order_No_11003,1948
Order_No_22545,1550
Order_No_2406,1246
Order_No_17275,2159
Order_No_27554,1850
Order_No_23149,1476
Order_No_7487,1662
Order_No_10848,1017
Order_No_3046,1967
Order_No_9768,1822
Order_No_19617,1035
Order_No_18496,1803
Order_No_1603,1865
Order_No_20497,1026
Order_No_5508,1744
Order_No_19842,1507
Order_No_20876,674
Order_No_21241,1471
Order_No_17953,1426
Order_No_10050,2034
Order_No_22194,898
Order_No_5648,751
Order_No_27900,1295
Order_No_746,1115
Order_No_3847,1489
Order_No_1598,1661
Order_No_22786,1993
Order_No_25276,2194
Order_No_13893,2119
Order_No_20758,1212
Order_No_19899,1538
Order_No_8677,1664
Order_No_5128,1802
Order_No_22829,727
Order_No_9985,1848
Order_No_8283,2731
Order_No_19025,1841
Order_No_11038,2132
Order_No_1035,1387
Order_No_19389,941
Order_No_16622,841
Order_No_21081,1737
Order_No_15231,2266
Order_No_4134,1964
Order_No_7657,2991
Order_No_27593,1534
Order_No_13743,1557
Order_No_20259,2256
Order_No_20812,1445
Order_No_1780,2474
Order_No_11349,1364
Order_No_22231,606
Order_No_21473,1255
Order_No_27152,1572
Order_No_22681,1052
Order_No_25761,1910
Order_No_6857,1344
Order_No_24918,2106
Order_No_22751,652
Order_No_12845,2116
Order_No_17648,1650
Order_No_24800,3262
Order_No_7691,1311
Order_No_22603,2131
Order_No_2216,2432
Order_No_25149,845
Order_No_27124,2036
Order_No_4179,812
Order_No_8437,2318
Order_No_11300,1050
Order_No_13096,1139
Order_No_1970,1656
Order_No_26199,1430
Order_No_12045,1281
Order_No_1697,1454
Order_No_25833,1794
Order_No_7496,726
Order_No_15974,1419
Order_No_7795,1465
Order_No_4013,2053
Order_No_4713,978
Order_No_13495,2118
Order_No_22849,1879
Order_No_7987,1687
Order_No_12190,2084
Order_No_20042,1261
Order_No_6806,1440
Order_No_26633,1184
Order_No_15008,1593
Order_No_12960,1991
Order_No_19959,923
Order_No_3209,1452
Order_No_23001,1329
Order_No_16257,1319
Order_No_4580,1927
Order_No_15284,984
Order_No_6601,1561
Order_No_24044,1111
Order_No_22559,1454
Order_No_24068,1401
Order_No_14519,1657
Order_No_3398,1981
Order_No_8523,2460
Order_No_19478,1855
Order_No_17187,978
Order_No_26742,1124
Order_No_8015,2020
Order_No_1137,1249
Order_No_24167,1317
Order_No_795,2641
Order_No_9222,1853
Order_No_3754,2935
Order_No_9041,2224
Order_No_6463,1107
Order_No_26555,1236
Order_No_3417,1573
Order_No_27049,1274
Order_No_9266,2039
Order_No_9614,1997
Order_No_25693,2107
Order_No_1316,1362
Order_No_25643,1833
Order_No_3133,1393
Order_No_127,1414
Order_No_6555,2100
Order_No_15220,2659
Order_No_7133,1612
Order_No_4825,1106
Order_No_27366,1393
Order_No_2518,675
Order_No_9022,2343
Order_No_1843,1220
Order_No_5958,1125
Order_No_7580,1948
Order_No_18310,2097
Order_No_11919,1083
Order_No_27726,1033
Order_No_14941,1164
Order_No_8286,1162
Order_No_549,1311
Order_No_740,647
Order_No_19288,889
Order_No_10012,1541
Order_No_793,1377
Order_No_11383,2312
Order_No_24806,1364
Order_No_19100,2493
Order_No_8701,1464
Order_No_12416,1640
Order_No_25769,2167
Order_No_27411,1352
Order_No_25715,1652
Order_No_16445,2429
Order_No_241,2263
Order_No_2844,1111
Order_No_16956,2179
Order_No_1158,1163
Order_No_9928,1396
Order_No_13231,1164
Order_No_4195,1721
Order_No_4712,1379
Order_No_16210,1613
Order_No_1247,560
Order_No_14515,1595
Order_No_3568,1139
Order_No_226,2127
Order_No_23818,865
Order_No_10479,1068
Order_No_19763,991
Order_No_6505,1309
Order_No_18491,816
Order_No_23272,2095
Order_No_19623,1613
Order_No_1594,1987
Order_No_16664,1521
Order_No_16251,1550
Order_No_23679,1021
Order_No_17431,2941
Order_No_7651,1725
Order_No_5041,2199
Order_No_1154,2099
Order_No_4612,2033
Order_No_20096,2067
Order_No_2752,989
Order_No_2149,1653
Order_No_6783,1815
Order_No_15749,934
Order_No_21425,1960
Order_No_20091,1498
Order_No_21776,1830
Order_No_20979,642
Order_No_2734,2177
Order_No_18658,941
Order_No_4237,1586
Order_No_1467,985
Order_No_22601,2619
Order_No_23381,1054
Order_No_24986,2327
Order_No_2024,815
Order_No_23431,1839
Order_No_9805,2528
Order_No_24307,897
Order_No_18028,960
Order_No_8422,2478
Order_No_15766,1422
Order_No_12299,1730
Order_No_11789,2198
Order_No_4724,1577
Order_No_4605,1767
Order_No_25181,1328
Order_No_4878,1247
Order_No_11186,1174
Order_No_15725,1107
Order_No_6257,1178
Order_No_3554,2241
Order_No_2253,1263
Order_No_11941,1113
Order_No_15148,1234
Order_No_10767,549
Order_No_20567,1469
Order_No_14,2017
Order_No_13804,2094
Order_No_11384,1600
Order_No_8519,1163
Order_No_12484,2256
Order_No_22268,668
Order_No_14555,1258
Order_No_22933,1101
Order_No_6677,1382
Order_No_5121,838
Order_No_15557,1517
Order_No_6759,1274
Order_No_8734,2323
Order_No_19072,2112
Order_No_3852,1955
Order_No_271,1479
Order_No_11010,1174
Order_No_13814,1873
Order_No_7965,1397
Order_No_23539,2441
Order_No_20086,1140
Order_No_1115,816
Order_No_10660,1435
Order_No_20407,1226
Order_No_21179,675
Order_No_4254,2311
Order_No_6459,2406
Order_No_17421,1830
Order_No_24782,1490
Order_No_4122,1346
Order_No_14565,1688
Order_No_9456,1452
Order_No_25174,569
Order_No_26562,3061
Order_No_5941,1798
Order_No_917,2621
Order_No_10798,1025
Order_No_10477,1739
Order_No_27484,1193
Order_No_129,1855
Order_No_4213,1180
Order_No_4286,1787
Order_No_17786,639
Order_No_24177,1887
Order_No_3329,690
Order_No_11427,662
Order_No_16670,2493
Order_No_12148,1442
Order_No_2553,435
Order_No_26620,1742
Order_No_16951,1866
Order_No_17925,2107
Order_No_26663,2675
Order_No_18097,1484
Order_No_16923,1281
Order_No_4282,514
Order_No_27807,1674
Order_No_1940,1705
Order_No_1969,1732
Order_No_9343,1786
Order_No_9828,1543
Order_No_19011,1841
Order_No_27410,883
Order_No_5687,1644
Order_No_17316,2101
Order_No_24039,1703
Order_No_26609,892
Order_No_14150,1498
Order_No_28252,1958
Order_No_15590,1667
Order_No_11312,943
Order_No_17640,602
Order_No_5488,2054
Order_No_14797,1689
Order_No_12229,861
Order_No_8139,1221
Order_No_26780,1617
Order_No_13192,1525
Order_No_209,1614
Order_No_5007,2134
Order_No_12310,1736
Order_No_25770,1451
Order_No_25430,1493
Order_No_20554,2127
Order_No_16425,1907
Order_No_19715,1425
Order_No_8793,1629
Order_No_2336,1315
Order_No_21874,1556
Order_No_5393,1616
Order_No_18543,970
Order_No_15876,1229
Order_No_18825,1787
Order_No_23711,2731
Order_No_20919,1259
Order_No_2355,1795
Order_No_18298,921
Order_No_14643,1955
Order_No_8825,1218
Order_No_10682,2718
Order_No_3250,1030
Order_No_14601,2171
Order_No_25178,1347
Order_No_6802,2423
Order_No_8211,2304
Order_No_21061,1111
Order_No_25386,1142
Order_No_5576,933
Order_No_26885,1502
Order_No_3948,1070
Order_No_21615,1274
Order_No_26627,2639
Order_No_5252,916
Order_No_12446,1341
Order_No_3628,2862
Order_No_3335,1475
Order_No_17725,1790
Order_No_26340,1403
Order_No_16018,1930
Order_No_21213,1027
Order_No_25339,1300
Order_No_7935,1823
Order_No_575,2711
Order_No_23816,1266
Order_No_10900,1703
Order_No_26274,1800
Order_No_24256,2543
Order_No_19472,1225
Order_No_23866,1367
Order_No_22068,1545
Order_No_24709,1320
Order_No_9210,1173
Order_No_1434,975
Order_No_2166,799
Order_No_848,1873
Order_No_137,1485
Order_No_315,1285
Order_No_12063,852
Order_No_9468,1767
Order_No_14429,1413
Order_No_5467,1627
Order_No_11400,2915
Order_No_12911,1737
Order_No_7819,1424
Order_No_20842,1409
Order_No_16509,1086
Order_No_6178,2129
Order_No_1004,1337
Order_No_17564,1080
Order_No_16564,1119
Order_No_22489,1082
Order_No_7622,1307
Order_No_23096,1342
Order_No_11629,1711
Order_No_25861,1164
Order_No_17601,1235
