Personal or Business,Day of Month,Placement - Time,Confirmation - Time,Arrival at Pickup - Time,Pickup - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,No_Of_Orders,Age,Average_Rating,No_of_Ratings,Platform Type 1,Platform Type 2,Platform Type 3,Platform Type 4,Bearing,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,16,30725.0,30777.0,31304.0,32191.0,8,23.2587952236677,-1.2571472,36.795063299999995,-1.2976854,36.775358600000004,713,726,14.8,66,0,0,1,0,205.9175180006603,0,1,0,0,0,0,0
0,9,32947.0,32959.0,33523.0,34087.0,14,23.2587952236677,-1.2571472,36.795063299999995,-1.3291155000000001,36.8861,713,726,14.8,66,0,0,1,0,128.33595760252098,0,0,0,1,0,0,0
1,30,53653.0,53712.0,54250.0,54459.0,2,23.2587952236677,-1.2685707,36.806496100000004,-1.2753108999999998,36.8130185,713,726,14.8,66,0,0,1,0,135.94796177676847,0,0,0,1,0,0,0
0,29,45392.0,45407.0,45557.0,45834.0,19,23.2587952236677,-1.2642903,36.80021370000001,-1.1926151000000003,36.9347904,713,726,14.8,66,0,0,1,0,61.9563416386805,0,0,1,0,0,0,0
0,31,41703.0,41734.0,42726.0,43213.0,7,26.4,-1.2854453000000001,36.818836299999994,-1.2551895,36.7822034,256,449,15.0,16,0,0,1,0,309.56044772744406,0,0,0,1,0,0,0
0,21,73640.0,74275.0,75346.0,75976.0,3,18.0,-1.2649605,36.798177700000004,-1.2513861000000002,36.8174281,256,449,15.0,16,0,0,1,0,54.80416650240727,0,0,0,0,1,0,0
0,21,39240.0,46120.0,46649.0,47707.0,2,22.7,-1.290894,36.822971,-1.2848173999999999,36.826163,256,449,15.0,16,0,0,1,0,27.706742286533768,0,0,0,0,1,0,0
0,23,51998.0,52016.0,52166.0,53192.0,7,28.1,-1.2628473,36.781805,-1.265715,36.823815,256,449,15.0,16,0,0,1,0,93.90649593190994,0,0,0,0,0,1,0
0,7,44396.0,44409.0,44843.0,45413.0,2,27.5,-1.2495931,36.80650870000001,-1.2601197,36.7985271,256,449,15.0,16,0,0,1,0,217.16384790966552,0,0,0,1,0,0,0
0,22,40961.0,40988.0,41358.0,42538.0,17,23.1,-1.2628638,36.8070399,-1.316539,36.706856200000004,256,449,15.0,16,0,0,1,0,241.81186395942478,0,0,0,0,0,1,0
0,10,36357.0,38688.0,40141.0,40535.0,6,24.5,-1.2615888000000002,36.7928732,-1.2897368,36.8226783,256,449,15.0,16,0,0,1,0,133.36956195125254,0,0,0,1,0,0,0
0,11,49616.0,54040.0,54437.0,56312.0,6,26.4,-1.2615888000000002,36.7928732,-1.2886923000000001,36.8241519,256,449,15.0,16,0,0,1,0,130.91682961280424,0,0,0,0,1,0,0
0,21,40547.0,40625.0,43046.0,44513.0,5,25.6,-1.2600926000000001,36.8088685,-1.265715,36.823815,256,449,15.0,16,0,0,1,0,110.61946231863857,1,0,0,0,0,0,0
0,21,58576.0,60880.0,61531.0,62224.0,5,23.0,-1.2903421,36.7885282,-1.3014461000000002,36.7661381,256,449,15.0,16,0,0,1,0,243.61556078957307,0,0,0,0,1,0,0
0,23,46045.0,46129.0,46882.0,47460.0,5,23.2587952236677,-1.290894,36.822971,-1.2765736,36.851364600000004,256,449,15.0,16,0,0,1,0,63.23030064448761,0,0,1,0,0,0,0
0,21,52145.0,52826.0,54521.0,54744.0,20,27.5,-1.3254522,36.721658399999995,-1.2768704,36.8251777,256,449,15.0,16,0,0,1,0,64.85474625573204,1,0,0,0,0,0,0
0,8,39676.0,40068.0,41286.0,41582.0,7,24.3,-1.2551895,36.7822034,-1.292044,36.821938,256,449,15.0,16,0,0,1,0,132.85393007278992,0,0,0,0,1,0,0
0,4,53660.0,59884.0,60874.0,61650.0,11,21.5,-1.225322,36.80855,-1.279395,36.825364,256,449,15.0,16,0,0,1,0,162.73098141422463,0,0,0,0,1,0,0
0,7,38965.0,38978.0,39493.0,43097.0,2,27.4,-1.2527958000000001,36.8003131,-1.2571472,36.795063299999995,256,449,15.0,16,0,0,1,0,230.33888356730648,0,0,0,1,0,0,0
0,12,56885.0,57207.0,57857.0,57961.0,8,26.9,-1.2571472,36.795063299999995,-1.3025666999999999,36.7803495,256,449,15.0,16,0,0,1,0,197.94555163366866,0,1,0,0,0,0,0
0,21,62387.0,64879.0,66710.0,67033.0,7,22.8,-1.2534301,36.800098299999995,-1.2985749,36.8088,256,449,15.0,16,0,0,1,0,169.09272479186177,0,0,0,0,1,0,0
0,23,32208.0,32922.0,34767.0,37075.0,6,18.9,-1.2482781,36.884091999999995,-1.2241625,36.8851115,256,449,15.0,16,0,0,1,0,2.4202167649322632,0,0,0,0,0,1,0
0,8,56108.0,56458.0,56926.0,57182.0,8,25.4,-1.3012008,36.764868,-1.2551895,36.7822034,256,449,15.0,16,0,0,1,0,20.640091419368844,0,1,0,0,0,0,0
0,28,54766.0,55025.0,57280.0,57630.0,4,26.3,-1.2551895,36.7822034,-1.2768326,36.8073804,256,449,15.0,16,0,0,1,0,130.69079068464964,1,0,0,0,0,0,0
0,20,38018.0,38238.0,38500.0,38728.0,8,26.6,-1.2551895,36.7822034,-1.291282,36.798229,256,449,15.0,16,0,0,1,0,156.0635007309229,0,0,1,0,0,0,0
0,4,39072.0,39367.0,39763.0,40072.0,6,17.5,-1.272828,36.816608,-1.2628473,36.781805,256,449,15.0,16,0,0,1,0,286.0050060294571,0,0,0,0,1,0,0
0,31,56835.0,57345.0,58634.0,59051.0,5,28.7,-1.2600926000000001,36.8088685,-1.2628473,36.781805,256,449,15.0,16,0,0,1,0,264.1863801552932,0,0,0,1,0,0,0
1,9,53750.0,53890.0,55221.0,55663.0,3,25.3,-1.2834669,36.8297516,-1.2950041,36.814358299999995,256,449,15.0,16,0,0,1,0,233.1414933513642,0,0,1,0,0,0,0
0,31,37678.0,37968.0,38724.0,39730.0,5,26.6,-1.2620912,36.8013562,-1.28878,36.8168312,256,449,15.0,16,0,0,1,0,149.89983481920422,0,0,0,1,0,0,0
0,22,52952.0,53162.0,54520.0,54882.0,6,27.3,-1.2584143,36.8048002,-1.2854151000000003,36.8233848,256,449,15.0,16,0,0,1,0,145.46723593104468,0,0,0,0,1,0,0
0,1,45796.0,46311.0,47981.0,49204.0,5,28.7,-1.2571472,36.795063299999995,-1.2802083999999998,36.8196685,256,449,15.0,16,0,0,1,0,133.15201646956382,0,0,0,0,1,0,0
0,25,33088.0,33161.0,34704.0,35672.0,6,20.9,-1.2551895,36.7822034,-1.2560864999999999,36.829677000000004,256,449,15.0,16,0,0,1,0,91.08323846328886,0,0,0,0,1,0,0
0,29,55907.0,55948.0,56481.0,57144.0,11,26.7,-1.28878,36.8168312,-1.225322,36.80855,256,449,15.0,16,0,0,1,0,352.5666572569344,0,0,0,0,0,1,0
0,4,33995.0,35145.0,37651.0,38201.0,4,17.3,-1.273056,36.811298,-1.284835,36.8152125,256,449,15.0,16,0,0,1,0,161.6211863421853,0,0,0,0,1,0,0
0,28,40641.0,40696.0,42067.0,43106.0,5,23.6,-1.3004062,36.829741,-1.2770708,36.8231093,256,449,15.0,16,0,0,1,0,344.13908794379194,0,0,0,1,0,0,0
0,5,46246.0,47650.0,48111.0,48607.0,11,23.4,-1.225322,36.80855,-1.279395,36.825364,2038,1817,14.3,397,0,0,1,0,162.73098141422463,0,1,0,0,0,0,0
0,27,37190.0,37237.0,37940.0,38139.0,7,25.9,-1.2811695,36.8200313,-1.2551895,36.7822034,2038,1817,14.3,397,0,0,1,0,304.4872026873461,0,0,1,0,0,0,0
0,12,55569.0,55668.0,56496.0,57190.0,18,23.2587952236677,-1.2908945,36.82465139999999,-1.3254522,36.721658399999995,2038,1817,14.3,397,0,0,1,0,251.44594736244818,0,1,0,0,0,0,0
1,17,52667.0,52679.0,52755.0,53644.0,6,28.4,-1.2795796,36.819062,-1.307774,36.840754100000005,2038,1817,14.3,397,0,1,0,0,142.43347691309282,0,0,1,0,0,0,0
1,14,54921.0,55349.0,55906.0,56357.0,7,27.2,-1.2853338,36.819447499999995,-1.2887613000000002,36.77305379999999,2038,1817,14.3,397,1,0,0,0,265.7731628679985,0,0,0,0,1,0,0
1,18,52493.0,53633.0,54649.0,54862.0,7,26.8,-1.3107959999999999,36.862829999999995,-1.3044313,36.818504,2038,1817,14.3,397,1,0,0,0,278.172752386678,0,0,0,1,0,0,0
0,28,52708.0,52823.0,53272.0,54076.0,5,27.5,-1.2817058000000001,36.819105799999996,-1.2726506000000002,36.7960153,2038,1817,14.3,397,0,0,1,0,291.41777022572643,0,0,0,1,0,0,0
0,11,45191.0,45224.0,46295.0,46917.0,5,24.1,-1.2658424,36.8101804,-1.279395,36.825364,2038,1817,14.3,397,0,0,1,0,131.7587001689041,1,0,0,0,0,0,0
0,14,45086.0,47134.0,47908.0,49354.0,11,27.9,-1.3167113000000001,36.8301563,-1.2638185,36.7930057,2038,1817,14.3,397,0,0,1,0,324.923153504217,0,0,0,1,0,0,0
0,24,56191.0,56213.0,56587.0,58546.0,1,28.4,-1.290894,36.822971,-1.2813012,36.832396200000005,2038,1817,14.3,397,0,0,1,0,44.48797160025879,0,0,0,1,0,0,0
0,28,45840.0,45853.0,46544.0,46700.0,8,23.9,-1.2813012,36.832396200000005,-1.2571472,36.795063299999995,2038,1817,14.3,397,0,0,1,0,302.9084470658036,1,0,0,0,0,0,0
1,5,66451.0,67478.0,68350.0,68462.0,5,24.9,-1.2998789,36.816896299999996,-1.283016,36.801959499999995,2038,1817,14.3,397,1,0,0,0,318.4732126627381,0,0,0,0,1,0,0
0,22,53400.0,53424.0,54256.0,55010.0,5,25.8,-1.2783848999999998,36.8163445,-1.2600926000000001,36.8088685,2038,1817,14.3,397,0,0,1,0,337.775174874733,0,1,0,0,0,0,0
0,13,41889.0,41964.0,42607.0,42854.0,7,21.9,-1.2551895,36.7822034,-1.2785434,36.821532700000006,2038,1817,14.3,397,0,0,1,0,120.70859784980246,0,0,0,1,0,0,0
0,28,49818.0,49865.0,50653.0,53087.0,13,29.9,-1.3126476,36.831455,-1.2571472,36.795063299999995,2038,1817,14.3,397,0,0,1,0,326.75327764244713,0,0,0,1,0,0,0
0,6,37983.0,37993.0,38693.0,39449.0,5,22.2,-1.2943360000000002,36.795332,-1.283527,36.82365120000001,2038,1817,14.3,397,0,0,1,0,69.10440717087658,0,0,0,1,0,0,0
0,19,63377.0,63404.0,64455.0,64634.0,5,28.4,-1.2877809999999998,36.817865999999995,-1.2591018999999999,36.800577000000004,2038,1817,14.3,397,0,0,1,0,328.9226772143434,0,1,0,0,0,0,0
0,14,38116.0,39298.0,40451.0,40664.0,18,23.9,-1.2867454,36.8259017,-1.3878504999999999,36.7692885,2038,1817,14.3,397,0,0,1,0,209.23907782337145,0,0,0,1,0,0,0
1,20,44815.0,44851.0,45317.0,46852.0,5,24.5,-1.2943686,36.8077475,-1.2707833,36.7993825,2038,1817,14.3,397,1,0,0,0,340.47635600370245,0,0,0,1,0,0,0
0,5,40223.0,40258.0,40560.0,41227.0,2,25.3,-1.2963097,36.7688221,-1.3014461000000002,36.7661381,2038,1817,14.3,397,0,0,1,0,207.58301819941187,0,1,0,0,0,0,0
0,5,48992.0,50581.0,50616.0,51032.0,9,27.7,-1.279395,36.825364,-1.2413316,36.878552500000005,2038,1817,14.3,397,0,0,1,0,54.40529868880395,0,1,0,0,0,0,0
0,19,36996.0,37209.0,37899.0,38477.0,9,27.3,-1.2551895,36.7822034,-1.2724387,36.8212279,2038,1817,14.3,397,0,0,1,0,113.85146861888109,0,1,0,0,0,0,0
0,17,41979.0,41991.0,42363.0,42646.0,4,25.2,-1.2626574,36.8014034,-1.28164,36.816866999999995,2038,1817,14.3,397,0,0,1,0,140.84014845412253,0,0,0,1,0,0,0
0,12,37181.0,38139.0,38811.0,39641.0,5,19.5,-1.300921,36.828195,-1.2867454,36.8259017,2038,1817,14.3,397,0,0,1,0,350.81269955572293,0,0,1,0,0,0,0
0,11,41255.0,41275.0,41343.0,41866.0,17,26.5,-1.3396256000000002,36.8863135,-1.3255287,36.7850772,1076,772,13.0,46,0,0,1,0,277.92825687646143,1,0,0,0,0,0,0
0,13,51945.0,51974.0,52361.0,52935.0,4,29.1,-1.3167113000000001,36.8301563,-1.3004062,36.829741,1076,772,13.0,46,0,0,1,0,358.5413355634542,0,0,1,0,0,0,0
0,20,38466.0,38486.0,38570.0,39371.0,7,26.6,-1.3167113000000001,36.8301563,-1.3083266000000002,36.8494756,1076,772,13.0,46,0,0,1,0,66.53357760351861,0,0,1,0,0,0,0
0,22,33035.0,33086.0,33099.0,37621.0,16,23.2587952236677,-1.300921,36.828195,-1.3882008,36.7699445,1076,772,13.0,46,0,0,1,0,213.71116544926977,0,0,0,0,1,0,0
1,22,55065.0,55082.0,56027.0,56414.0,21,27.2,-1.3447657,36.900965299999996,-1.238018,36.870424,1076,772,13.0,46,0,0,1,0,344.0372877847295,0,0,0,0,1,0,0
0,13,39011.0,39043.0,39531.0,39744.0,16,23.2587952236677,-1.3263105,36.8622904,-1.2571472,36.795063299999995,1076,772,13.0,46,0,0,1,0,315.819832407235,0,0,1,0,0,0,0
0,9,37667.0,38681.0,41785.0,41848.0,11,23.2587952236677,-1.303596,36.778378000000004,-1.2600926000000001,36.8088685,679,183,13.5,61,0,0,1,0,35.019304118951084,0,0,0,1,0,0,0
0,3,49529.0,49546.0,49657.0,50861.0,10,23.3,-1.3004062,36.829741,-1.2991441000000001,36.7528804,679,183,13.5,61,0,0,1,0,270.9401188438034,1,0,0,0,0,0,0
0,3,54910.0,55536.0,56116.0,59064.0,8,23.2587952236677,-1.3081376,36.83297720000001,-1.2602337,36.79905479999999,679,183,13.5,61,0,0,1,0,324.70278280419393,0,0,0,0,1,0,0
0,9,45891.0,46380.0,47135.0,48079.0,3,23.2587952236677,-1.3104867,36.8495593,-1.311818,36.8638544,679,183,13.5,61,0,0,1,0,95.32214750609756,0,0,0,1,0,0,0
0,6,32646.0,32686.0,32908.0,38413.0,16,23.2587952236677,-1.300921,36.828195,-1.3882008,36.7699445,679,183,13.5,61,0,0,1,0,213.71116544926977,1,0,0,0,0,0,0
0,17,43929.0,43988.0,44978.0,45286.0,11,23.2587952236677,-1.2296618000000001,36.84382720000001,-1.2600926000000001,36.8088685,679,183,13.5,61,0,0,1,0,228.95405029504187,0,0,0,0,1,0,0
0,18,34973.0,34993.0,35056.0,35988.0,5,23.2587952236677,-1.3004062,36.829741,-1.3167113000000001,36.8301563,679,183,13.5,61,0,0,1,0,178.54134504752471,0,0,0,0,0,1,0
0,18,37676.0,37693.0,37767.0,38565.0,5,21.3,-1.3004062,36.829741,-1.3167113000000001,36.8301563,679,183,13.5,61,0,0,1,0,178.54134504752471,0,0,0,0,0,1,0
0,7,36126.0,36147.0,36376.0,38737.0,6,23.2587952236677,-1.307143,36.825009,-1.2663631000000002,36.8163329,679,183,13.5,61,0,0,1,0,347.9920025623221,0,0,0,0,1,0,0
1,16,38280.0,38299.0,39192.0,39465.0,9,23.2587952236677,-1.3103512,36.814996,-1.2549476000000002,36.8269576,679,183,13.5,61,0,0,1,0,12.18029497373044,0,0,0,1,0,0,0
0,13,34755.0,34986.0,35324.0,37092.0,8,23.2587952236677,-1.300921,36.828195,-1.2910549999999998,36.786744,679,183,13.5,61,0,0,1,0,283.3910325584164,1,0,0,0,0,0,0
0,20,52407.0,55344.0,56578.0,57630.0,17,23.2587952236677,-1.3302996,36.8707935,-1.2949438999999998,36.7604214,679,183,13.5,61,0,0,1,0,287.76501737718684,1,0,0,0,0,0,0
0,29,42224.0,42248.0,42870.0,44735.0,10,23.2587952236677,-1.3004062,36.829741,-1.2991441000000001,36.7528804,679,183,13.5,61,0,0,1,0,270.9401188438034,0,0,1,0,0,0,0
0,10,55305.0,55329.0,55804.0,56160.0,2,18.3,-1.2551895,36.7822034,-1.2575555,36.798705299999995,679,183,13.5,61,0,0,1,0,98.16143067627274,1,0,0,0,0,0,0
0,21,52808.0,52875.0,53476.0,57301.0,16,25.2,-1.3081376,36.83297720000001,-1.26365,36.719989,679,183,13.5,61,0,0,1,0,291.4950250210394,0,1,0,0,0,0,0
0,28,44431.0,44465.0,45550.0,45682.0,6,21.1,-1.311452,36.82182,-1.273056,36.811298,679,183,13.5,61,0,0,1,0,344.6785488320544,0,1,0,0,0,0,0
0,3,34762.0,34797.0,35285.0,35574.0,14,23.2587952236677,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,679,183,13.5,61,0,0,1,0,282.8097791744976,0,0,0,0,1,0,0
0,24,37128.0,37197.0,37848.0,38242.0,14,21.6,-1.3033561000000002,36.8163631,-1.228911,36.881876,679,183,13.5,61,0,0,1,0,41.34209328410316,0,0,0,0,1,0,0
0,10,39380.0,40054.0,40641.0,41058.0,8,23.2587952236677,-1.2551895,36.7822034,-1.2824911,36.8218042,679,183,13.5,61,0,0,1,0,124.59017593055626,0,0,0,0,1,0,0
0,3,49460.0,50940.0,51660.0,52995.0,5,23.2587952236677,-1.300921,36.828195,-1.2839729,36.8115146,679,183,13.5,61,0,0,1,0,315.4631938073014,0,0,0,0,1,0,0
0,8,52080.0,52142.0,52744.0,54386.0,19,23.2587952236677,-1.307143,36.825009,-1.3181159,36.710155900000004,679,183,13.5,61,0,0,1,0,264.5398702135353,0,0,1,0,0,0,0
0,4,43826.0,46687.0,47480.0,48839.0,10,22.5,-1.307143,36.825009,-1.2628473,36.781805,679,183,13.5,61,0,0,1,0,315.72153685314265,0,1,0,0,0,0,0
0,4,35155.0,37955.0,38089.0,38170.0,6,20.5,-1.3004062,36.829741,-1.2617028000000001,36.7983849,679,183,13.5,61,0,0,1,0,320.99350875595314,0,1,0,0,0,0,0
0,2,53456.0,53541.0,55169.0,56034.0,4,23.2587952236677,-1.3167113000000001,36.8301563,-1.3004062,36.829741,679,183,13.5,61,0,0,1,0,358.5413355634542,0,0,0,1,0,0,0
0,14,39264.0,43988.0,45226.0,46437.0,13,23.2587952236677,-1.3302996,36.8707935,-1.2536508999999998,36.8149295,679,183,13.5,61,0,0,1,0,323.9205491091147,0,1,0,0,0,0,0
0,16,42546.0,42626.0,43644.0,44000.0,9,23.2587952236677,-1.3012173,36.8093987,-1.2551895,36.7822034,679,183,13.5,61,0,0,1,0,329.4294306963718,0,0,0,1,0,0,0
0,23,42054.0,42604.0,43386.0,44261.0,9,23.4,-1.3250048,36.869718799999994,-1.333148,36.922453000000004,679,183,13.5,61,0,0,1,0,98.78119857933257,0,0,0,1,0,0,0
0,28,33872.0,33885.0,34048.0,35059.0,10,18.8,-1.3004062,36.829741,-1.2991441000000001,36.7528804,679,183,13.5,61,0,0,1,0,270.9401188438034,0,1,0,0,0,0,0
0,20,38940.0,38953.0,39052.0,39565.0,5,23.2587952236677,-1.3167113000000001,36.8301563,-1.3077869,36.844320700000004,679,183,13.5,61,0,0,1,0,57.780058493149966,1,0,0,0,0,0,0
0,27,37896.0,37949.0,38484.0,38990.0,9,20.8,-1.3033561000000002,36.8163631,-1.331619,36.847976,679,183,13.5,61,0,0,1,0,131.80557823454274,1,0,0,0,0,0,0
0,30,36062.0,36117.0,36221.0,38804.0,16,23.2587952236677,-1.3004062,36.829741,-1.2197383999999998,36.890467799999996,679,183,13.5,61,0,0,1,0,36.96648456319849,0,0,0,1,0,0,0
0,15,38281.0,38293.0,38694.0,39758.0,9,19.4,-1.265715,36.823815,-1.228911,36.881876,679,183,13.5,61,0,0,1,0,57.62449513580117,0,0,0,0,0,1,0
0,10,46263.0,46316.0,47426.0,47911.0,12,23.2587952236677,-1.2831203000000002,36.8316065,-1.3472066,36.7692638,679,183,13.5,61,0,0,1,0,224.20162005884617,0,0,0,0,1,0,0
0,28,47816.0,47842.0,48007.0,48412.0,8,21.4,-1.273056,36.811298,-1.3193233,36.840990999999995,679,183,13.5,61,0,0,1,0,147.3158385426555,0,1,0,0,0,0,0
0,31,41194.0,41472.0,41974.0,42553.0,7,21.9,-1.300921,36.828195,-1.2918159,36.8773479,679,183,13.5,61,0,0,1,0,79.50339711342701,0,0,0,0,1,0,0
0,10,58360.0,58380.0,58608.0,59027.0,8,18.4,-1.2551895,36.7822034,-1.3044313,36.818504,679,183,13.5,61,0,0,1,0,143.60993416554902,1,0,0,0,0,0,0
0,31,58317.0,58521.0,59082.0,59406.0,8,24.9,-1.3004062,36.829741,-1.2638185,36.7930057,679,183,13.5,61,0,0,1,0,314.8914237047968,0,0,0,0,1,0,0
0,21,47861.0,48415.0,48948.0,50460.0,10,24.8,-1.3081376,36.83297720000001,-1.2602337,36.79905479999999,679,183,13.5,61,0,0,1,0,324.70278280419393,0,1,0,0,0,0,0
0,12,51463.0,51481.0,51753.0,53016.0,3,20.9,-1.2551895,36.7822034,-1.2629594,36.8077626,679,183,13.5,61,0,0,1,0,106.91320413912177,0,0,1,0,0,0,0
0,20,36025.0,36055.0,36195.0,36826.0,5,19.1,-1.3004062,36.829741,-1.3228003000000002,36.8306435,679,183,13.5,61,0,0,1,0,177.6927978183129,1,0,0,0,0,0,0
0,7,43457.0,43488.0,44158.0,45087.0,11,23.2587952236677,-1.3228003000000002,36.8306435,-1.2638185,36.7930057,679,183,13.5,61,0,0,1,0,327.4632003075963,0,0,0,0,1,0,0
0,25,35572.0,35598.0,35730.0,36265.0,7,23.2587952236677,-1.307143,36.825009,-1.331619,36.847976,679,183,13.5,61,0,0,1,0,136.82961372945385,0,0,0,0,0,1,0
0,5,32888.0,32901.0,34087.0,35132.0,21,19.6,-1.3700383,36.9190174,-1.2917868000000001,36.7872675,526,286,13.6,70,0,0,1,0,300.71300391738106,0,0,0,0,1,0,0
0,15,56569.0,56807.0,57646.0,58282.0,8,23.2587952236677,-1.3047132,36.808955299999994,-1.2546732,36.808679600000005,526,286,13.6,70,0,0,1,0,359.6844024496595,1,0,0,0,0,0,0
0,15,53403.0,53499.0,54492.0,55373.0,3,23.2587952236677,-1.2551895,36.7822034,-1.2640571000000003,36.7883547,526,286,13.6,70,0,0,1,0,145.25817942388528,1,0,0,0,0,0,0
0,7,57819.0,57843.0,58203.0,58473.0,4,23.2587952236677,-1.2584143,36.8048002,-1.2551895,36.7822034,526,286,13.6,70,0,0,1,0,278.12354699365426,0,1,0,0,0,0,0
0,3,57458.0,58126.0,58948.0,59472.0,9,23.2587952236677,-1.2551895,36.7822034,-1.225322,36.80855,526,286,13.6,70,0,0,1,0,41.40965825621396,0,0,0,0,1,0,0
0,30,62339.0,62843.0,64307.0,64704.0,4,23.2587952236677,-1.2551895,36.7822034,-1.2643794,36.816234,526,286,13.6,70,0,0,1,0,105.11600570047659,0,1,0,0,0,0,0
0,18,35383.0,35409.0,35970.0,37002.0,11,21.4,-1.3167113000000001,36.8301563,-1.2638185,36.7930057,526,286,13.6,70,0,0,1,0,324.923153504217,1,0,0,0,0,0,0
0,2,36288.0,36370.0,36493.0,37548.0,8,20.3,-1.3004062,36.829741,-1.2638185,36.7930057,526,286,13.6,70,0,0,1,0,314.8914237047968,0,1,0,0,0,0,0
0,13,55472.0,55509.0,55844.0,56057.0,6,29.4,-1.2551895,36.7822034,-1.2843046,36.774613200000005,526,286,13.6,70,0,0,1,0,194.60806258245586,0,0,1,0,0,0,0
0,10,56985.0,57070.0,57384.0,58217.0,12,30.7,-1.2551895,36.7822034,-1.2987332,36.8463349,526,286,13.6,70,0,0,1,0,124.1828583850533,0,0,1,0,0,0,0
0,12,62733.0,62757.0,63447.0,63612.0,10,26.7,-1.2645318,36.7981775,-1.3015197,36.7658456,526,286,13.6,70,0,0,1,0,221.14990905349296,0,0,0,0,1,0,0
0,13,52381.0,52964.0,53331.0,53546.0,14,23.2587952236677,-1.2726506000000002,36.7960153,-1.323615,36.700475,526,286,13.6,70,0,0,1,0,241.91585980055663,1,0,0,0,0,0,0
0,21,39557.0,39580.0,40275.0,40902.0,10,27.9,-1.2551895,36.7822034,-1.2287282,36.8115304,526,286,13.6,70,0,0,1,0,47.93417406050105,0,0,0,1,0,0,0
0,5,48359.0,48380.0,49889.0,49970.0,7,27.6,-1.2628473,36.781805,-1.303596,36.778378000000004,526,286,13.6,70,0,0,1,0,184.80607241989074,0,0,0,0,1,0,0
1,19,50697.0,50714.0,51724.0,52445.0,2,29.5,-1.2643693999999999,36.785413500000004,-1.2561824,36.7931555,526,286,13.6,70,0,0,1,0,43.39293975396606,0,1,0,0,0,0,0
0,9,33492.0,33532.0,33599.0,34304.0,8,20.6,-1.2551895,36.7822034,-1.3045333000000001,36.82280720000001,526,286,13.6,70,0,0,1,0,140.55734093412252,0,1,0,0,0,0,0
0,2,56567.0,56595.0,57036.0,57255.0,9,23.2587952236677,-1.2551895,36.7822034,-1.3012008,36.764868,526,286,13.6,70,0,0,1,0,200.63970472093368,0,0,0,1,0,0,0
0,12,34963.0,34983.0,35295.0,37158.0,22,21.0,-1.2551895,36.7822034,-1.3562374,36.904295399999995,526,286,13.6,70,0,0,1,0,129.62111291206645,0,1,0,0,0,0,0
0,24,52879.0,52915.0,53602.0,53968.0,19,23.2587952236677,-1.2551895,36.7822034,-1.3239618,36.899082,526,286,13.6,70,0,0,1,0,120.48054375902836,0,0,1,0,0,0,0
0,17,33853.0,33872.0,33968.0,35361.0,2,23.2587952236677,-1.2551895,36.7822034,-1.2517846000000001,36.7938086,526,286,13.6,70,0,0,1,0,73.64503226207103,0,0,1,0,0,0,0
0,26,43785.0,43853.0,44506.0,45152.0,5,27.4,-1.2981625,36.813014200000005,-1.304735,36.784605400000004,526,286,13.6,70,0,0,1,0,256.9699875647804,0,1,0,0,0,0,0
0,20,48671.0,48698.0,49500.0,49729.0,8,23.2587952236677,-1.304735,36.784605400000004,-1.2635089,36.78873370000001,526,286,13.6,70,0,0,1,0,5.717042423384271,1,0,0,0,0,0,0
0,3,55360.0,55524.0,56225.0,56696.0,4,23.1,-1.2965045,36.7913036,-1.2950408000000002,36.809817200000005,526,286,13.6,70,0,0,1,0,85.47861068824602,1,0,0,0,0,0,0
0,18,58127.0,58375.0,59439.0,59976.0,5,23.2587952236677,-1.2969741000000001,36.7856612,-1.296965,36.806567799999996,526,286,13.6,70,0,0,1,0,89.97529112507891,0,0,0,1,0,0,0
0,28,46908.0,47026.0,48592.0,49433.0,6,27.4,-1.2571472,36.795063299999995,-1.2933788999999998,36.808753499999995,526,286,13.6,70,0,0,1,0,159.30570039221095,0,0,0,1,0,0,0
0,22,59219.0,59469.0,60319.0,61062.0,6,28.7,-1.2561964,36.7885001,-1.2566688999999998,36.779695200000006,526,286,13.6,70,0,0,1,0,266.92743185758127,0,0,0,0,1,0,0
0,11,32884.0,32907.0,34029.0,34201.0,20,16.4,-1.2963097,36.7688221,-1.3197021,36.9092821,526,286,13.6,70,0,0,1,0,99.45935512649902,0,1,0,0,0,0,0
0,27,32792.0,32824.0,33509.0,34409.0,22,21.5,-1.2551895,36.7822034,-1.3190102,36.923069299999995,526,286,13.6,70,0,0,1,0,114.38038250604029,0,0,1,0,0,0,0
0,16,50641.0,50653.0,51798.0,51959.0,4,23.2587952236677,-1.2584143,36.8048002,-1.2551895,36.7822034,526,286,13.6,70,0,0,1,0,278.12354699365426,0,0,0,1,0,0,0
0,29,60795.0,60835.0,61512.0,61668.0,8,27.8,-1.2690931,36.8065779,-1.304735,36.784605400000004,526,286,13.6,70,0,0,1,0,211.64627798737627,0,0,0,0,1,0,0
0,7,53906.0,54469.0,55273.0,55680.0,7,23.2587952236677,-1.2825816,36.8092346,-1.2571472,36.795063299999995,526,286,13.6,70,0,0,1,0,330.88055929358984,0,1,0,0,0,0,0
0,26,56813.0,56880.0,57275.0,58509.0,14,31.0,-1.3033561000000002,36.8163631,-1.228911,36.881876,526,286,13.6,70,0,0,1,0,41.34209328410316,0,1,0,0,0,0,0
